Filmina,Dificultad,Hemisferio,Consigna,Nivel de Ejercicio,Descripcion de Ejercicio,Dificultad de Nivel Ejercicio,Prioridad Coordinativa,Patron Tecnico/Tactico,Escenario:Hemisferio Derecho Defecto Excesivo,Escenario:Hemisferio Izquierdo Defecto Excesivo,Escenario:Hemisferio Derecho Defecto Moderado,Escenario:Hemisferio Izquierdo Defecto Moderado,Escenario: Hemisferio Izquierdo Exceso Moderado,Escenario: Hemisferio Derecho Exceso Moderado,Escenario: Hemisferio Izquierdo Muy Excedido,Escenario: Hemisferio Derecho Muy Excedido,Escenarios Optimo,Modificador Fisico,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,Sentido Horario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,"Primero decir el Color, despues el Letra",35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Sentido Anthorario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,"Primero decir el Color, despues el Letra",35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Sentido Horario,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Toca color con el pie,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,"Primero decir el Color, despues el Letra",35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Sentido Antihorario,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Toca color con el pie,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Empezando de arriba a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,empezando de arriba a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,Empezando de abajo a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,Empezando de abajo a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,20,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,20,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,20,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,Empezando de arriba a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,Decir IN-OUT,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,2,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,2,empezando de arriba a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,2,Decir IN-OUT,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,3,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,3,Empezando de abajo a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,3,Decir IN-OUT,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,4,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,4,Empezando de abajo a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,4,Decir IN-OUT,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,5,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,5,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,5,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,6,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,6,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,6,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,7,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,7,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,7,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,8,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,8,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,8,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,9,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,9,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,9,Decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,10,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,10,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,10,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,1,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,12,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,12,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,12,Decir IN-OUT,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,13,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,13,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,13,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,14,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,14,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,14,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,15,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,15,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,15,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,16,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,16,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,16,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,17,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,17,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,17,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,18,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,18,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,18,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,19,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,19,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,19,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,20,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,20,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos IN/OUT,Inicial,Sin impacto en Hemisferios,Observar,20,Decir IN-OUT,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,